artist_name,popularity,followers,genres,album_name,album_id,release_date,total_tracks,available_markets_count,album_type,album_group,album_popularity,album_genres,album_label,track_number,track_name,track_id,duration_ms,explicit,track_popularity,artists
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,7,Up All Night,5U3qK5UVDDn8ir0ktbK11Q,190106,False,38,Charlie Puth
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,8,Left Right Left,5Fi7qTS7T0OGDiQe6EVPNf,206466,False,36,Charlie Puth
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,9,Then There's You,6gRoudyuCU7aD9AJWjTMdd,214413,False,33,Charlie Puth
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,10,Suffer,34OANthMBNkRGMfzU3Rov8,210680,False,41,Charlie Puth
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,11,As You Are (feat. Shy Carter),5XNQD4EOqj2afdqsvYvzMc,235920,False,36,"Charlie Puth, Shy Carter"
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,12,Some Type of Love,0djtkuu6afzGQKcuEi2gNV,187906,False,44,Charlie Puth
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,13,See You Again (feat. Charlie Puth),6IcrwGdIvRsrImOnoYfG9Z,229525,False,44,"Wiz Khalifa, Charlie Puth"
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,14,Marvin Gaye (feat. Wale) - Remix,4LfkoDOt4mhrbo8Ndk37sQ,200106,True,61,"Charlie Puth, Wale"
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,15,Marvin Gaye (feat. Meghan Trainor) - Boehm Remix,1UkB6rIHWMke2DcyZZ37CF,194499,False,27,"Charlie Puth, Meghan Trainor, Boehm"
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,16,One Call Away (feat. Tyga) - Remix,4zhpLgd7CsS69auGgoMpoT,192045,False,33,"Charlie Puth, Tyga"
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,17,One Call Away - KLYMVX Remix,7o3q6UPTiQ1QqyxMz4KQsV,221441,False,27,"Charlie Puth, KLYMVX"
Charlie Puth,79,24104980,"soft pop, pop",Nine Track Mind (Special Edition),5J4SS8wTmXdyIEVYjmHzpZ,2015-11-05,20,184,album,album,71,,Artist Partner,18,One Call Away - Acoustic,7eJECM4njsc622iY9zg4af,189052,False,47,Charlie Puth
